CustomerID,Recency,Frequency,Monetary
13578,409,1,76.14
13579,15,5,1077.42
13580,406,1,67.8
13581,309,2,219.48000000000002
13582,390,2,224.68
13583,156,2,1322.151
13584,307,3,277.05
13585,531,2,342.65
13586,541,1,93.28
13587,64,4,585.9
13588,16,9,2331.81
13589,15,5,599.84
13590,11,18,4742.1900000000005
13591,65,6,1428.54
13592,36,3,159.51
13593,108,14,4297.74
13594,53,2,482.32
13595,517,3,713.68
13596,6,2,586.91
13597,400,2,389.15
13598,47,5,586.21
13599,1,30,6552.52
13600,312,2,163.47
13601,45,4,1072.45
13602,65,4,932.5300000000001
13603,26,1,129.44
13604,659,1,263.12
13605,387,2,442.27
13606,29,2,148.43
13607,40,2,866.86
13608,541,1,215.05
13609,593,1,34.650000000000006
13610,12,14,1509.81
13611,89,10,2931.19
13612,633,1,755.89
13613,453,5,957.3000000000001
13614,24,6,1511.09
13615,319,8,5099.88
13616,568,2,222.45
13617,40,8,974.26
13618,174,1,154.54
13619,545,2,172.49
13620,528,1,52.34
13621,117,1,209.85
13622,696,1,536.36
13623,31,10,1578.5
13624,388,1,262.77
13625,597,1,213.36
13626,253,2,488.89
13627,59,7,1696.16
13628,676,1,218.34
13629,143,1,281.01
13630,5,7,866.94
13631,100,5,332.5
13632,25,8,3131.9500000000003
13634,33,15,3937.67
13635,68,4,2764.06
13636,37,5,720.83
13637,52,3,735.05
13638,16,1,97.14
13639,74,2,959.27
13640,611,1,270.0
13641,641,4,595.27
13642,216,4,364.7
13643,31,10,1687.17
13644,16,4,1979.0900000000001
13645,120,1,30.599999999999998
13646,400,2,201.8
13647,10,7,2059.8
13648,400,8,1685.58
13649,257,6,1230.6200000000001
13650,17,10,2809.19
13651,40,2,103.65
13652,46,5,2115.92
13653,488,1,136.3
13654,43,11,5201.68
13655,114,6,1838.01
13656,165,4,869.39
13657,11,2,321.0
13658,10,9,4480.6
13659,206,12,3682.28
13660,400,1,187.79
13661,603,1,299.74
13662,86,11,1693.81
13663,179,5,1476.01
13665,386,3,1467.7
13666,60,5,98.14999999999999
13667,149,1,252.20000000000002
13668,3,34,8437.17
13669,51,3,205.2
13670,75,1,333.2
13671,395,1,172.6
13672,301,3,419.92
13673,19,2,297.79
13674,433,1,183.88
13675,151,2,473.38
13676,539,2,153.15
13677,405,2,285.44
13678,152,1,72.56
13679,494,3,273.31
13680,1,12,6087.35
13681,18,4,796.0300000000001
13682,187,1,34.0
13683,458,1,228.0
13684,286,4,550.6800000000001
13685,3,4,20.92
13686,183,3,409.04
13688,635,1,190.5
13689,63,2,34.5
13690,59,1,81.60000000000001
13691,396,1,204.82999999999998
13692,25,4,1414.25
13693,374,9,1508.63
13694,4,51,8768.59
13695,31,14,1687.93
13696,592,2,500.2
13697,39,1,151.29999999999998
13698,597,2,364.27
13699,155,2,382.6
13700,26,13,2117.7
13701,447,1,161.0
13702,446,1,135.18
13703,415,1,281.76
13704,5,9,1817.8
13705,8,7,1461.41
13706,303,2,478.72
13707,267,5,2243.59
13708,271,1,260.46
13709,4,18,5854.03
13710,32,3,356.4
13711,219,9,1570.23
13712,247,2,321.09
13713,408,3,660.96
13714,465,1,113.95
13715,281,17,7063.67
13716,269,1,138.28
13717,32,8,1344.99
13718,246,2,242.4
13719,15,11,2452.3
13720,117,4,685.8
13721,36,2,688.34
13722,132,10,4101.18
13723,217,6,878.57
13724,637,1,213.01
13725,50,7,1203.52
13726,39,2,429.11999999999995
13727,29,8,719.1
13728,37,16,1987.22
13729,436,3,459.73
13730,136,2,522.55
13731,219,2,511.59000000000003
13732,28,1,491.86
13733,411,2,422.91
13734,509,2,112.34
13735,25,13,7359.75
13736,5,7,2196.2200000000003
13737,200,1,185.65
13738,396,1,389.18
13739,18,2,200.4
13740,241,5,1212.18
13741,72,3,405.63
13742,17,12,1895.66
13743,3,7,805.1999999999999
13744,95,2,916.26
13745,162,2,591.88
13746,414,1,163.94
13747,425,1,50.4
13748,96,8,1043.7
13750,54,7,1096.96
13751,288,1,75.6
13752,124,7,984.5400000000001
13753,288,4,1851.57
13754,152,3,244.20000000000002
13755,4,9,1626.66
13756,2,22,5342.7300000000005
13757,675,1,42.55
13758,12,14,5271.52
13759,33,2,439.59000000000003
13760,54,5,862.19
13761,50,6,1724.02
13762,219,3,364.8
13763,63,2,443.1
13764,71,6,2507.77
13765,653,1,248.861
13766,495,1,190.35
13767,2,69,18546.48
13768,727,2,810.6700000000001
13769,2,20,4271.900000000001
13770,437,2,323.22
13771,64,9,4295.82
13772,34,8,2438.22
13773,397,2,301.54
13774,82,1,314.15000000000003
13775,591,1,706.8100000000001
13777,9,39,5882.63
13778,103,4,813.75
13779,516,1,110.13
13780,7,3,611.42
13781,251,3,690.88
13782,13,13,1330.94
13784,113,8,415.16
13785,429,4,360.19
13786,367,6,1990.54
13787,76,6,949.58
13788,505,1,3.75
13789,388,1,239.45999999999998
13790,4,1,236.84
13792,66,3,286.25
13793,647,1,96.0
13794,547,1,108.13
13795,405,3,301.95
13796,499,1,278.75
13797,437,3,926.7
13798,8,57,5742.02
13799,117,9,2320.54
13800,310,3,1049.47
13801,67,1,247.1
13802,139,19,7099.4800000000005
13803,255,3,1222.63
13804,31,9,2829.2200000000003
13806,64,1,218.13000000000002
13807,367,3,261.25
13808,6,5,1115.66
13809,305,3,155.5
13810,29,2,609.16
13812,42,3,452.1
13813,40,8,2027.39
13814,92,3,1885.42
13815,22,8,5344.41
13816,24,2,420.42
13817,29,2,328.98
13818,430,1,61.28
13819,302,6,1826.25
13820,418,3,617.3
13821,145,6,1223.13
13822,6,2,454.8
13823,19,7,2501.35
13824,33,12,2470.82
13825,622,2,230.39
13826,176,1,102.30000000000001
13827,58,3,237.65
13828,22,1,168.45
13830,582,1,110.20000000000002
13831,16,13,1902.46
13832,19,2,336.01
13833,159,2,439.31
13834,577,2,178.5
13835,25,7,853.67
13836,399,2,449.03000000000003
13837,212,2,221.59
13838,6,10,1425.57
13839,486,1,139.95000000000002
13840,416,1,579.8000000000001
13842,59,18,3984.07
13843,381,1,244.15
13844,11,1,345.12
13845,65,1,157.86
13846,25,4,1159.99
13847,720,1,221.92000000000002
13849,52,5,2812.49
13850,129,1,1478.98
13851,96,7,3097.1800000000003
13852,611,1,187.35000000000002
13853,57,1,547.3000000000001
13854,9,38,4277.42
13855,501,4,1185.8500000000001
13856,169,10,478.27
13857,393,6,884.28
13858,57,1,182.67
13859,326,2,253.91000000000003
13860,1,5,1106.93
13861,429,2,223.60999999999999
13862,18,9,2478.69
13863,248,4,993.35
13865,58,4,437.81
13866,74,1,145.67000000000002
13867,31,3,709.54
13868,39,1,428.37
13869,123,10,6265.59
13870,2,15,3558.82
13871,23,17,6324.95
13872,527,3,862.37
13873,120,8,718.35
13874,358,7,1125.45
13875,54,14,3998.2
13876,64,1,98.80000000000001
13877,86,3,267.42
13878,55,4,1768.83
13879,646,1,375.6
13880,21,17,3950.27
13881,18,26,7427.6
13882,3,5,686.34
13883,11,14,5284.25
13884,7,9,1573.88
13885,189,2,390.2
13886,71,1,218.56
13887,204,1,293.95
13888,120,7,1502.95
13889,93,6,1991.23
13890,1,14,2802.6800000000003
13891,378,3,743.96
13892,27,5,422.61
13893,298,1,195.70000000000002
13894,24,2,430.55
13895,28,6,3109.67
13896,626,1,261.05
13897,50,3,1104.93
13898,326,2,643.2
13899,16,2,337.52
13900,193,5,1247.47
13901,72,15,4509.41
13902,725,1,357.66
13903,400,1,165.45000000000002
13904,37,2,332.64
13905,733,1,252.90000000000003
13907,692,1,136.8
13908,80,4,1948.9
13909,423,2,179.0
13911,144,19,2989.88
13912,424,1,124.95
13913,507,1,13.52
13914,12,2,604.83
13915,394,1,70.80000000000001
13916,464,4,960.5600000000001
13917,50,2,252.14000000000001
13918,50,2,565.1
13919,59,4,1098.61
13920,432,4,1037.3
13921,402,4,539.0500000000001
13922,352,3,639.25
13923,54,1,317.63
13924,2,6,1544.05
13925,93,4,411.1
13926,23,1,150.10000000000002
13927,75,2,652.04
13928,11,4,336.47
13929,169,9,1123.56
13930,58,2,337.34
13931,96,11,4555.42
13932,295,1,195.8
13933,109,2,576.99
13934,264,1,818.65
13935,597,3,1765.37
13936,180,3,897.92
13937,169,2,786.9
13938,35,1,71.66
13939,23,7,1267.48
13940,17,4,648.5600000000001
13941,22,12,2805.6400000000003
13943,578,1,204.04
13944,653,1,192.87
13945,395,2,715.75
13946,79,6,561.73
13947,65,1,90.6
13948,361,4,457.26
13949,3,6,2119.84
13950,11,4,437.65999999999997
13951,176,3,504.09000000000003
13952,218,13,7402.381
13953,7,2,265.68
13954,2,2,307.82
13955,154,3,366.11
13956,5,5,671.39
13957,418,3,339.65
13958,380,8,2866.4100000000003
13959,79,6,855.94
13960,21,2,230.22
13961,392,1,364.05
13962,22,3,245.60000000000002
13963,308,17,2127.9
13964,387,2,404.9
13965,477,3,475.20000000000005
13966,435,1,263.3
13967,146,2,101.4
13968,423,1,78.3
13969,7,35,10070.32
13970,386,2,359.35
13971,19,14,4260.900000000001
13972,71,2,174.35
13973,287,1,186.75
13974,49,2,641.92
13975,31,12,4900.79
13976,207,4,909.84
13977,411,1,257.25
13978,15,2,132.53
13979,73,7,3037.58
13980,60,5,597.96
13981,416,1,260.59000000000003
13982,39,9,2774.78
13983,40,18,3952.9
13984,27,11,1094.72
13985,4,22,9426.26
13986,17,1,186.06
13987,380,2,666.64
13988,20,8,3704.16
13989,66,5,1132.67
13990,213,1,292.58
13991,12,6,721.84
13992,30,3,203.6
13993,43,18,4821.06
13994,4,6,2002.19
13995,15,14,3617.67
13996,386,2,690.7800000000001
13997,519,2,221.66
13998,447,3,399.2
13999,10,29,7628.67
14000,211,5,1225.76
14001,46,9,2384.87
14002,134,2,368.59999999999997
14003,733,1,166.43
14004,43,11,4122.06
14005,10,5,1242.9
14006,116,7,995.0
14007,513,1,42.58
14008,432,1,509.04
14009,198,3,912.11
14010,565,2,382.15
14011,480,2,365.65999999999997
14012,278,1,328.8
14013,110,5,920.38
14014,77,3,932.31
14015,53,1,607.62
14016,162,11,7527.92
14017,571,1,185.20000000000002
14018,645,1,341.95000000000005
14019,47,3,991.01
14020,17,4,1052.67
14021,155,7,1364.8700000000001
14022,225,2,731.95
14023,7,2,540.77
14024,122,3,488.49
14025,465,8,2185.14
14026,471,2,713.11
14027,61,1,104.82
14029,63,2,315.66
14030,18,20,5514.66
14031,7,40,19109.06
14032,2,16,3491.99
14034,22,3,343.84
14035,29,9,1647.51
14036,285,1,451.25
14037,176,6,721.76
14038,78,5,2769.18
14039,33,2,89.56
14040,41,34,8711.67
14041,266,1,141.41
14042,725,1,353.28
14043,491,2,197.20000000000002
14044,27,10,2591.79
14046,284,1,47.71
14047,9,13,2466.8
14048,305,2,683.54
14049,17,13,9645.8
14050,32,2,746.36
14051,1,37,15571.01
14052,20,2,339.06
14053,160,3,110.0
14054,65,1,92.46
14055,106,3,510.89
14056,1,23,5869.21
14057,24,20,5644.19
14058,463,2,426.69
14059,267,1,132.6
14060,5,25,3803.94
14061,724,2,340.1
14062,10,20,7890.72
14063,687,2,152.9
14064,29,15,2218.28
14065,389,3,720.92
14066,267,1,114.3
14067,64,2,275.04
14068,320,4,1312.8700000000001
14069,515,2,178.86
14070,685,1,186.7
14071,4,8,992.03
14072,667,1,237.15
14073,32,1,151.04
14074,623,1,20.0
14075,5,5,1196.8999999999999
14076,129,1,101.72
14077,41,6,454.2
14078,102,9,1397.61
14079,125,1,147.25
14080,33,5,491.89
14081,302,10,3876.62
14082,365,2,295.01
14083,4,9,844.52
14084,512,1,56.4
14085,2,32,7899.52
14087,3,3,677.97
14088,10,14,17866.07
14089,57,1,111.05
14092,8,24,6535.2300000000005
14093,12,1,411.9
14094,440,1,234.37
14095,723,1,2.95
14096,4,17,36019.84
14097,481,2,367.46
14098,37,1,147.35
14099,16,20,5288.75
14100,138,1,144.25
14101,295,5,538.8100000000001
14102,5,5,563.48
14104,166,4,455.04
14105,239,5,5026.900000000001
14107,52,11,4182.27
14108,31,4,884.01
14109,73,1,144.2
14110,37,31,7944.110000000001
14111,96,2,63.3
14112,23,12,4914.5
14113,4,12,2138.52
14114,331,6,1012.83
14115,502,2,322.07
14116,20,5,1091.04
14117,144,1,90.0
14118,429,1,262.35
14119,376,2,117.04
14121,4,4,2370.56
14122,406,2,182.84
14123,733,1,423.43
14125,11,3,2376.73
14126,11,2,606.4300000000001
14127,123,6,1489.38
14128,61,3,911.71
14129,2,9,2434.02
14130,319,4,1456.02
14131,649,1,168.22
14132,2,11,2714.17
14133,130,4,599.49
14134,383,14,4210.13
14135,2,22,3430.8
14136,401,5,1372.23
14137,696,1,120.6
14138,2,2,965.8800000000001
14139,46,4,835.06
14140,4,2,913.18
14141,3,4,902.38
14142,373,2,621.4300000000001
14143,134,1,64.8
14144,486,1,30.599999999999998
14146,9,12,6793.92
14147,78,7,498.29999999999995
14148,234,2,211.29000000000002
14149,221,1,421.12
14150,36,2,584.74
14151,673,2,615.0
14152,75,7,1851.9
14153,483,1,233.4
14154,239,7,4224.44
14155,266,1,118.75
14156,10,106,52404.93
14157,20,5,931.58
14158,40,1,397.38
14159,20,20,7200.68
14160,610,6,2121.67
14161,216,7,2580.78
14162,174,2,198.11
14163,87,5,1200.3200000000002
14164,81,1,374.4
14165,276,1,82.19
14166,505,2,221.3
14167,39,8,1146.94
14168,421,2,330.65
14169,431,2,441.91
14170,375,3,466.83
14171,98,2,341.74
14172,605,3,188.82
14173,11,6,275.90000000000003
14174,33,1,124.51
14175,60,8,4890.55
14176,297,5,696.76
14177,86,11,1397.15
14178,9,7,1446.49
14179,41,2,548.67
14180,11,33,2061.55
14181,411,2,295.6
14182,444,4,449.97
14183,411,2,218.69
14184,67,1,245.59
14185,331,1,12.75
14186,427,5,1460.99
14187,474,1,94.85
14188,31,6,1763.8600000000001
14189,2,16,4402.54
14191,2,14,4390.1
14192,388,1,293.74
14193,68,3,1078.05
14194,5,35,15389.54
14196,107,1,73.72
14197,411,1,310.7
14198,18,9,1081.73
14199,218,3,471.0
14200,617,1,325.3
14201,60,10,901.99
14202,381,3,410.11
14203,397,1,139.6
14204,2,4,817.88
14205,17,9,1510.13
14206,239,3,1004.61
14207,688,1,157.8
14208,95,2,417.04
14209,11,15,3179.6800000000003
14210,106,16,4759.7300000000005
14211,53,17,3584.09
14212,446,1,136.0
14214,31,5,938.14
14215,12,9,2697.12
14216,3,5,1289.25
14217,2,23,2084.84
14218,43,1,169.48000000000002
14219,4,3,494.28000000000003
14220,247,4,1008.9200000000001
14221,42,17,5494.58
14222,177,1,576.5
14223,92,3,736.5600000000001
14224,110,9,1097.95
14225,435,4,1524.87
14226,30,5,1829.49
14227,26,14,5606.57
14228,438,3,646.8000000000001
14229,52,7,1372.19
14230,436,3,515.8000000000001
14231,184,4,1103.17
14232,43,5,1630.66
14233,49,7,2081.07
14234,22,4,706.92
14235,75,9,2502.11
14236,81,5,905.72
14237,373,2,276.95
14238,326,3,190.2
14239,43,21,3700.3700000000003
14240,30,3,1083.34
14241,184,1,213.70000000000002
14242,235,2,219.25
14243,9,17,6058.12
14244,661,1,245.45999999999998
14245,220,2,1516.7
14246,111,3,1293.0
14247,278,5,522.72
14248,318,3,670.31
14249,411,12,3761.761
14250,7,3,1823.13
14251,2,5,1796.8200000000002
14252,381,1,130.99
14253,493,2,298.95000000000005
14254,433,1,553.33
14256,260,5,1947.54
14257,64,9,4878.2300000000005
14258,9,24,8985.7
14259,142,1,104.1
14260,471,3,698.2
14261,79,1,633.79
14262,8,8,2337.11
14263,423,1,322.93
14264,155,6,946.46
14265,109,4,966.68
14266,428,1,40.56
14267,163,3,940.44
14268,471,1,338.95
14269,439,1,180.33
14270,332,1,341.65000000000003
14271,226,2,194.28
14272,74,4,754.62
14273,51,4,559.97
14274,686,1,256.6
14275,396,5,237.98000000000002
14276,99,7,1993.63
14277,15,7,3504.92
14278,410,1,154.83
14279,521,2,191.86
14280,197,1,92.63999999999999
14281,408,1,103.65
14282,3,24,3643.28
14283,463,4,558.64
14284,31,3,1075.95
14285,21,8,1190.5900000000001
14286,24,7,6966.69
14287,8,2,159.35
14288,213,1,306.0
14289,9,6,508.06
14290,11,8,3241.61
14291,2,22,6491.05
14292,8,15,3048.51
14293,3,9,2254.61
14294,407,1,358.34
14295,40,4,1650.1100000000001
14296,421,2,372.05
14297,18,4,1102.85
14298,8,72,44774.66
14299,8,25,4951.47
14300,19,1,43.2
14301,117,4,752.59
14302,431,3,545.5
14303,407,2,277.94
14304,223,3,1348.8
14305,71,3,1811.16
14306,51,3,817.04
14307,89,10,3760.88
14309,8,11,2794.37
14310,433,1,492.1
14311,243,2,405.16
14312,47,11,2351.75
14314,107,2,203.28
14315,45,8,2556.12
14316,422,5,276.54
14317,65,1,375.58
14318,460,1,144.1
14319,424,1,473.85
14320,207,5,1070.7
14321,11,7,1722.16
14322,429,4,309.7
14323,115,2,517.66
14324,410,2,622.11
14325,570,1,198.08
14326,242,3,785.86
14327,163,6,1818.17
14329,17,15,7887.38
14330,624,1,200.63
14331,124,2,395.76
14332,23,5,1584.05
14333,68,1,188.20000000000002
14334,17,12,3247.6
14335,16,2,409.2
14336,17,4,1281.1100000000001
14338,196,2,713.0
14339,243,2,470.46999999999997
14340,219,1,134.7
14341,45,18,3942.77
14342,21,5,451.23
14343,421,4,1004.46
14344,127,19,2265.85
14345,39,1,108.97999999999999
14346,121,5,1707.85
14347,737,1,66.7
14348,260,1,297.87
14349,10,1,125.0
14350,274,3,792.52
14351,165,1,51.0
14352,157,4,821.76
14353,215,3,356.59999999999997
14354,6,2,126.17999999999999
14355,366,3,808.25
14356,80,2,480.93
14357,43,1,215.17000000000002
14358,389,2,400.06
14359,19,3,799.08
14360,32,4,1722.63
14361,579,1,162.28
14362,22,1,138.75
14363,402,2,214.72000000000003
14364,109,8,1022.95
14365,395,2,594.88
14367,8,16,7225.1900000000005
14368,320,1,105.2
14369,642,2,433.33
14370,488,5,543.83
14371,295,1,100.5
14372,443,2,469.48
14373,358,1,10.2
14374,541,1,29.400000000000002
14375,185,3,775.82
14376,683,1,215.46
14377,191,2,155.25
14378,622,1,118.5
14379,44,4,933.61
14381,52,2,625.9399999999999
14382,26,2,959.9
14383,38,3,903.67
14384,501,1,58.5
14385,9,3,202.11
14386,297,1,93.6
14387,33,3,1458.25
14388,10,16,5623.11
14389,65,5,1476.54
14390,10,13,4618.13
14391,577,1,135.6
14392,432,1,206.7
14393,218,1,67.95
14394,565,1,76.8
14395,2,19,6698.68
14396,65,7,1687.18
14397,3,16,994.8199999999999
14398,401,2,574.94
14399,394,8,1419.66
14400,149,3,1022.01
14401,4,22,4905.58
14402,652,1,105.6
14403,217,3,367.35
14404,34,13,1877.46
14406,119,1,106.25
14407,107,5,981.53
14408,11,8,2048.23
14409,71,7,2007.92
14410,92,11,2214.83
14411,311,1,539.4000000000001
14412,43,3,1136.89
14413,362,3,378.37
14414,92,8,1596.82
14415,1,23,10367.77
14416,22,2,189.5
14417,388,1,400.99
14418,4,3,1517.64
14419,11,7,1228.79
14420,99,4,1291.1
14421,57,6,1924.3
14422,1,19,8582.81
14423,218,2,162.05
14425,435,3,633.5500000000001
14426,24,16,8709.19
14427,50,4,799.22
14428,7,5,764.04
14429,404,1,482.28000000000003
14430,512,3,1056.8000000000002
14431,303,4,1572.56
14432,10,6,2025.91
14433,466,1,235.85
14434,22,6,964.8000000000001
14436,99,2,106.56
14437,366,5,748.76
14438,306,1,131.9
14439,320,5,5619.02
14440,8,12,3806.9300000000003
14441,1,10,2820.59
14442,205,6,2014.02
14443,54,5,1925.4
14444,456,1,78.96
14445,456,1,221.65
14446,1,5,1054.85
14447,19,6,1658.93
14448,9,2,127.80000000000001
14449,19,8,2040.81
14450,181,7,1128.44
14451,60,12,3020.68
14452,11,4,533.2
14453,190,1,109.98
14454,376,5,778.8
14455,432,4,517.13
14456,5,9,2663.06
14457,311,1,68.64
14458,381,1,171.25
14459,155,2,3214.701
14460,110,8,595.74
14461,148,12,5025.79
14462,66,12,1815.22
14463,205,2,121.35
14464,568,1,51.0
14465,247,11,2548.94
14466,29,13,3055.75
14467,18,12,2107.39
14468,734,1,86.65
14469,416,4,1556.0
14470,12,3,482.39
14471,591,2,390.3
14472,104,9,1719.4
14473,74,1,95.28
14474,46,2,873.34
14475,72,4,908.3100000000001
14476,257,1,183.05
14477,51,1,83.2
14478,382,4,808.3000000000001
14479,254,4,967.61
14480,11,4,1252.82
14481,165,5,1816.93
14482,18,10,1659.94
14483,282,2,257.1
14484,50,4,974.44
14485,39,1,144.35
14486,512,2,175.5
14487,27,7,1034.37
14488,68,1,706.18
14489,207,4,1444.55
14490,406,2,1180.79
14491,175,2,220.98
14492,430,6,1460.38
14493,7,10,4134.78
14494,26,2,287.15999999999997
14495,51,2,123.8
14496,312,7,1430.1000000000001
14497,309,2,524.3100000000001
14498,43,10,2857.01
14499,26,7,2031.44
14500,88,2,218.10000000000002
14501,184,2,251.21
14502,20,9,1917.98
14503,3,6,2664.66
14504,47,4,522.21
14505,17,19,10163.55
14506,17,7,1940.5
14507,40,10,2603.04
14508,22,5,636.67
14509,534,1,101.0
14510,376,3,686.1899999999999
14511,11,5,1173.41
14512,188,7,992.74
14513,207,3,435.05
14514,61,9,3767.2400000000002
14515,18,12,2494.3
14516,516,1,142.67
14517,33,2,192.55
14518,64,1,112.44
14519,684,2,203.14
14520,2,1,10.2
14521,491,1,172.84
14522,72,7,873.86
14523,108,1,160.91
14524,32,13,2377.9
14525,20,17,4156.83
14526,389,1,242.75
14527,3,120,15557.98
14528,37,1,234.83999999999997
14529,60,3,542.96
14530,26,16,4178.88
14531,480,1,348.39
14532,236,10,2378.98
14533,25,9,1079.95
14534,3,25,4762.54
14535,60,9,5124.42
14536,260,1,76.0
14537,58,2,584.7
14538,65,5,597.49
14539,16,2,500.32
14540,10,11,2995.11
14541,59,14,2340.48
14542,186,1,103.25
14543,29,34,3525.89
14544,24,3,1814.8700000000001
14545,674,1,349.25
14546,5,11,4761.54
14547,4,8,3315.76
14548,571,6,730.39
14549,311,4,787.69
14550,11,4,1107.41
14551,18,7,609.24
14552,152,3,492.03
14553,19,9,1236.9
14554,10,4,1863.18
14555,57,6,1817.2
14556,596,3,728.49
14557,85,1,287.44
14558,654,2,90.0
14560,17,30,1819.34
14561,76,3,957.37
14562,4,26,5543.900000000001
14563,510,2,289.61
14564,435,2,1746.12
14565,96,5,3270.76
14567,57,2,1257.96
14568,435,1,838.6
14569,1,4,252.82999999999998
14570,281,3,356.95
14571,425,1,111.7
14572,3,11,4283.41
14573,180,12,1102.06
14574,733,1,118.2
14575,488,1,380.52
14576,372,1,35.400000000000006
14577,13,7,1310.51
14578,3,1,111.51
14579,432,1,89.66
14580,518,1,14.850000000000001
14581,17,2,271.57
14582,41,1,94.21000000000001
14583,6,8,1412.98
14584,169,8,1502.21
14585,50,5,692.4200000000001
14586,277,1,202.44
14587,19,9,1258.33
14588,578,1,122.64
14590,425,20,2455.41
14591,15,4,876.86
14592,35,3,516.29
14593,22,12,2948.32
14594,7,2,273.28
14595,20,8,1948.81
14596,627,1,182.27
14597,11,5,771.81
14598,44,2,384.04
14599,390,2,441.44
14600,306,2,684.8100000000001
14601,11,1,123.96000000000001
14602,656,1,192.60999999999999
14604,633,1,133.91
14605,374,4,611.3100000000001
14606,1,183,21778.18
14607,19,9,3254.16
14608,4,8,1758.8500000000001
14610,396,2,24.35
14611,444,2,494.15
14612,415,1,322.90000000000003
14614,386,1,295.13
14615,394,5,798.41
14616,285,2,89.28
14617,403,2,136.39000000000001
14618,9,7,845.05
14619,246,2,980.09
14620,206,2,318.54
14621,1,9,2577.63
14622,185,1,288.78000000000003
14623,32,10,1520.18
14624,57,6,759.53
14625,196,10,3525.33
14626,24,11,3685.55
14627,379,1,462.75
14628,91,5,1504.0
14629,4,2,564.91
14630,484,1,199.29999999999998
14631,51,6,1542.95
14632,263,1,79.94
14633,266,1,235.4
14634,438,3,1531.74
14635,454,1,186.22
14636,36,2,609.85
14637,677,1,106.67999999999999
14638,51,1,269.6
14639,52,9,3813.14
14640,24,10,3103.54
14641,22,1,110.46
14642,59,1,19.8
14643,170,5,744.87
14644,68,5,815.77
14645,157,3,636.32
14646,2,90,23236.44
14647,201,2,406.29
14648,416,15,3515.63
14649,5,9,2355.48
14650,589,1,39.0
14651,67,9,1480.22
14652,77,1,94.28
14653,1,11,2587.1
14654,738,1,216.62
14655,8,7,1590.26
14656,169,5,576.15
14657,18,6,1238.69
14658,5,2,110.60000000000001
14659,9,9,2302.78
14660,87,2,256.24
14661,27,1,41.05
14662,29,7,1103.21
14663,430,2,357.43
14664,20,2,566.59
14665,61,6,2190.75
14666,24,1,175.35
14667,11,53,14399.01
14668,445,1,32.13
14669,242,7,2849.58
14670,280,3,558.93
14671,549,2,931.35
14672,235,4,811.01
14673,3,7,2611.86
14674,509,1,131.16
14675,16,2,778.38
14676,31,9,1647.29
14677,593,1,184.91
14678,579,1,373.69
14679,382,3,868.88
14680,25,52,18440.54
14681,71,6,440.70000000000005
14682,429,4,1269.33
14683,588,1,103.58
14684,26,6,1353.53
14685,576,6,2515.57
14686,414,5,784.78
14687,107,3,688.28
14688,8,27,4872.6
14689,209,1,104.85
14690,44,4,586.18
14691,31,5,1861.94
14692,137,12,1393.8899999999999
14693,265,7,498.26
14694,617,1,216.44
14695,519,3,1104.79
14696,4,8,2079.27
14697,218,2,96.56
14698,2,5,1049.07
14699,214,4,646.9
14700,32,5,2129.89
14701,11,15,3106.7000000000003
14702,1,29,4867.78
14703,15,1,318.17
14704,20,9,1528.49
14706,619,1,311.44
14708,3,3,641.0699999999999
14709,15,25,7272.81
14710,14,13,1744.14
14711,10,11,1786.67
14712,29,4,1262.73
14713,9,21,4437.76
14714,24,4,680.85
14715,25,7,1131.05
14716,43,3,416.71999999999997
14717,733,1,71.35
14718,410,1,139.89999999999998
14719,2,5,1450.89
14720,6,3,443.16
14721,379,1,100.57000000000001
14722,147,3,413.97
14723,10,11,1655.99
14724,590,1,276.15
14725,25,4,909.69
14726,655,1,106.55
14727,274,3,284.18
14728,413,1,160.73000000000002
14729,374,3,533.69
14730,1,8,1469.07
14731,47,3,346.13
14732,8,19,4303.22
14733,16,14,6418.2
14734,426,4,897.72
14735,4,51,7992.150000000001
14736,485,2,249.2
14737,4,4,1560.25
14738,43,9,1482.75
14739,20,23,3276.9
14740,197,11,3400.17
14741,12,7,1583.09
14742,435,1,507.25
14743,593,1,50.48
14744,16,12,1228.68
14745,113,12,2088.09
14746,416,2,80.7
14747,249,1,176.95000000000002
14748,29,10,2264.64
14749,480,1,181.75
14750,736,1,85.17999999999999
14751,684,2,126.45
14752,44,1,129.0
14753,87,2,825.5500000000001
14754,45,6,1437.08
14755,10,25,8122.39
14756,15,3,1739.28
14757,75,1,395.5
14758,145,7,1566.48
14759,5,3,1073.07
14760,297,1,89.2
14761,59,3,418.07
14762,264,2,377.92
14764,47,1,79.8
14765,29,3,159.76
14766,8,11,5549.77
14767,474,1,280.61
14768,17,2,192.60000000000002
14769,3,17,12629.53
14770,232,8,2793.9300000000003
14771,621,2,594.62
14772,112,1,126.50999999999999
14773,593,1,127.8
14774,529,1,192.85
14775,58,3,879.42
14776,51,15,2184.3
14777,404,1,232.2
14778,127,2,691.0600000000001
14779,281,3,187.55
14780,55,2,400.88
14782,320,1,110.10000000000001
14783,659,1,270.14
14784,26,3,375.36
14785,15,1,39.480000000000004
14786,550,1,90.96
14787,471,1,110.65
14788,7,3,974.55
14789,29,1,169.2
14790,17,10,2018.69
14791,607,1,271.83000000000004
14792,64,1,6.2
14793,21,2,625.9
14794,3,9,1309.3
14795,166,1,4.25
14796,1,27,9162.11
